ctuid,refYear,dwellingtype,bedroomtype, RentalUnitAmount , PopulationAmount , AverageRent , ConstructedBefore1960 , Constructed1960to1979 , Constructed1980to1999 , ConstructedAfter2000 
0029.00,2018,2,2, 40 , 107 ," 1,245 ", -   , 20 , 20 , -   
0029.00,2018,2,3, 315 ," 1,330 ", 924 , 51 , 188 , 66 , 10 
0029.00,2018,3,3, 10 , 36 ," 1,323 ", -   , -   , 10 , -   
0029.00,2018,4,2, 17 , 31 ," 1,348 ", 20 , -   , -   , -   
0029.00,2018,4,3, 10 , 41 ," 1,500 ", 10 , -   , -   , -   
0030.00,2018,1,0, 45 , 51 , 800 , 9 , 27 , -   , 9 
0030.00,2018,1,1," 1,224 "," 1,540 ", 949 , 211 , 778 , 236 , -   
0030.00,2018,1,2, 805 ," 1,571 "," 1,241 ", 140 , 530 , 125 , 10 
0030.00,2018,1,3, 183 , 522 ," 1,111 ", 16 , 141 , 27 , -   
0030.00,2018,2,2, 40 , 72 ," 1,078 ", -   , 30 , 10 , -   
0030.00,2018,2,3, 85 , 292 , 833 , 13 , 46 , 26 , -   
0030.00,2018,3,2, 10 , 26 ," 1,587 ", -   , 10 , -   , -   
0030.00,2018,3,3, 65 , 194 ," 1,490 ", 22 , 43 , -   , -   
0030.00,2018,4,2, 9 , 26 ," 1,452 ", 9 , -   , -   , -   
0030.00,2018,4,3, 19 , 46 ," 1,581 ", 13 , 7 , -   , -   
0031.00,2018,1,0, 20 , 26 ," 1,117 ", 8 , 12 , -   , -   
0031.00,2018,1,1, 583 , 691 , 906 , 95 , 374 , 105 , 10 
0031.00,2018,1,2, 699 ," 1,356 "," 1,262 ", 95 , 510 , 80 , 15 
0031.00,2018,1,3, 59 , 148 ," 1,313 ", 11 , 38 , 11 , -   
0031.00,2018,2,3, 10 , 41 ," 1,626 ", 1 , 4 , 3 , 2 
0031.00,2018,3,2, 25 , 46 ," 1,302 ", -   , 7 , 7 , 11 
0031.00,2018,3,3, 25 , 77 ," 1,773 ", 12 , 12 , -   , -   
0031.00,2018,4,2, 20 , 31 ," 1,268 ", 20 , -   , -   , -   
0031.00,2018,4,3, 19 , 67 ," 1,599 ", 10 , -   , 10 , -   
0032.01,2018,1,0, 40 , 46 , 950 , 9 , 22 , 9 , -   
0032.01,2018,1,1, 639 , 793 ," 1,093 ", 159 , 402 , 69 , 10 
0032.01,2018,1,2, 530 ," 1,003 "," 1,342 ", 145 , 325 , 60 , -   
0032.01,2018,1,3, 35 , 87 ," 1,052 ", -   , 35 , -   , -   
0032.01,2018,2,3, 15 , 31 ," 1,429 ", -   , 15 , -   , -   
0032.01,2018,3,3, 10 , 15 ," 1,085 ", 10 , -   , -   , -   
0032.01,2018,4,3, 9 , 20 ," 1,841 ", 3 , 3 , 2 , 1 
0032.02,2018,1,0, 26 , 20 , 910 , -   , 25 , -   , 1 
0032.02,2018,1,1, 540 , 686 , 927 , 131 , 342 , 50 , 17 
0032.02,2018,1,2, 207 , 343 ," 1,431 ", 63 , 112 , 10 , 22 
0032.02,2018,1,3, 5 , 16 ," 1,524 ", null , null , null , -   
0032.02,2018,3,3, 10 , 20 , 936 , 4 , 4 , 2 , 1 
0032.02,2018,4,3, 18 , 67 ," 1,987 ", 10 , -   , -   , 10 
0033.01,2018,1,0, 10 , 10 ," 1,020 ", 9 , -   , -   , 1 
0033.01,2018,1,1, 215 , 271 ," 1,201 ", 102 , 61 , 15 , 37 
0033.01,2018,1,2, 378 , 645 ," 1,586 ", 170 , 140 , 30 , 38 
0033.01,2018,1,3, 70 , 189 ," 1,408 ", 35 , 35 , -   , -   
0033.01,2018,2,3, 38 , 133 ," 1,265 ", 9 , 18 , -   , 12 
0033.01,2018,3,1, 10 , 10 ," 1,402 ", 4 , 3 , 2 , 1 
0033.01,2018,3,3, 65 , 210 ," 2,171 ", 22 , 22 , 9 , 13 
0033.01,2018,4,1, 9 , 10 ," 1,187 ", -   , -   , 10 , -   
0033.01,2018,4,2, 13 , 31 ," 2,037 ", 15 , -   , -   , -   
0033.01,2018,4,3, 41 , 164 ," 2,104 ", 26 , -   , 18 , -   
0033.02,2018,1,0, 10 , 10 , 865 , 5 , 5 , -   , -   
0033.02,2018,1,1, 429 , 486 ," 1,005 ", 111 , 171 , 60 , 86 
0033.02,2018,1,2, 176 , 312 ," 1,655 ", 77 , 41 , 15 , 42 
0033.02,2018,1,3, 16 , 51 ," 1,473 ", 15 , -   , -   , 1 
0033.02,2018,2,2, 10 , 10 ," 1,091 ", 1 , 3 , 4 , 2 
0033.02,2018,2,3, 10 , 26 ," 1,527 ", -   , 10 , -   , -   
0033.02,2018,3,3, 45 , 128 ," 1,654 ", -   , 22 , 22 , -   
0033.02,2018,4,2, 14 , 20 ," 1,514 ", 15 , -   , -   , -   
0033.02,2018,4,3, 23 , 77 ," 2,131 ", 11 , 7 , -   , 7 
0034.00,2018,1,1, 9 , 35 ," 1,516 ", 10 , -   , -   , -   
0034.00,2018,1,2, 54 , 106 ," 1,593 ", 36 , 9 , 9 , -   
0034.00,2018,1,3, 7 , 25 ," 1,914 ", 10 , -   , -   , -   
0034.00,2018,2,1, 10 , 10 , 951 , 10 , -   , -   , -   
0034.00,2018,3,3, 75 , 213 ," 2,009 ", 56 , 9 , 9 , -   
0034.00,2018,4,2, 10 , 15 ," 1,639 ", 4 , 3 , 1 , 1 
0034.00,2018,4,3, 19 , 66 ," 2,038 ", -   , 20 , -   , -   
0035.00,2018,1,0, 34 , 36 , 944 , 21 , 14 , -   , -   
0035.00,2018,1,1, 771 ," 1,012 "," 1,179 ", 144 , 373 , 124 , 130 
0035.00,2018,1,2, 479 , 874 ," 1,583 ", 100 , 120 , 85 , 175 
0035.00,2018,1,3, 45 , 143 ," 1,106 ", 34 , -   , 11 , -   
0035.00,2018,2,1, 15 , 20 ," 1,105 ", 15 , -   , -   , -   
0035.00,2018,2,2, 21 , 77 ," 1,619 ", 20 , -   , -   , 1 
0035.00,2018,2,3, 32 , 107 ," 1,900 ", 18 , -   , -   , 14 
0035.00,2018,3,1, 10 , 20 ," 1,173 ", 10 , -   , -   , -   
0035.00,2018,3,2, 25 , 61 ," 1,589 ", 15 , 10 , -   , -   
0035.00,2018,3,3, 25 , 51 ," 1,871 ", 17 , -   , 8 , -   
0035.00,2018,4,1, 10 , 10 , 827 , 10 , -   , -   , -   
0035.00,2018,4,2, 14 , 31 ," 1,363 ", -   , 14 , -   , -   
0035.00,2018,4,3, 39 , 133 ," 1,482 ", 31 , 9 , -   , -   
0036.00,2018,1,1, 196 , 250 ," 1,274 ", 144 , 45 , 10 , -   
0036.00,2018,1,2, 183 , 332 ," 1,730 ", 160 , 15 , -   , 10 
0036.00,2018,1,3, 40 , 92 ," 2,519 ", 40 , -   , -   , -   
0036.00,2018,3,2, 10 , 10 ," 1,585 ", 4 , 3 , 1 , 2 
0036.00,2018,3,3, 40 , 107 ," 1,725 ", 24 , 8 , -   , 8 
0036.00,2018,4,1, 10 , 10 ," 1,376 ", 4 , 3 , 2 , 1 
0037.00,2018,1,0, 393 , 434 , 911 , 105 , 190 , 35 , 70 
0037.00,2018,1,1," 3,525 "," 4,385 "," 1,151 "," 1,239 "," 1,573 ", 435 , 285 
0037.00,2018,1,2, 980 ," 1,911 "," 1,607 ", 399 , 369 , 160 , 55 
0037.00,2018,1,3, 159 , 434 ," 1,494 ", 78 , 29 , 34 , 19 
0037.00,2018,2,2, 15 , 31 ," 1,441 ", -   , -   , -   , 15 
0037.00,2018,2,3, 10 , 46 ," 1,682 ", 5 , -   , -   , 5 
0037.00,2018,3,3, 10 , 15 ," 1,265 ", 4 , 4 , 2 , 1 
0037.00,2018,4,2, 9 , 15 ," 1,642 ", -   , 10 , -   , -   
0038.00,2018,1,0, 109 , 143 , 913 , 35 , 30 , 30 , 20 
0038.00,2018,1,1," 2,087 "," 2,530 "," 1,084 ", 373 , 830 , 452 , 457 
